issued_at,link,title,question,answer,fatwa_number,dar_ul_ifta,kitab,bab,fasal
11-01-2020,https://www.banuri.edu.pk/readquestion/علم-نجوم-پر-یقین-رکھنا-144105200477/11-01-2020,علمِ نجوم پر یقین رکھنا اور مستقبل کے حالات جاننے کا حکم,یہ جو ستارے ہوتے ہیں، (مثلاً برج سنبلہ، ورگو وغیرہ) ان   کی چال سے مستقبل کے حالات کے حوالے سے جاننا سننا کیسا ہے؟,"<p><p style=""text-align:justify;"">ستاروں کی چال سے مستقبل کے حالات جاننے کی کوشش کرنا، اور ان باتوں پر یقین کرنا ناجائز و حرام ہے۔  ستاروں کا علم سیکھنے کو اللہ کے رسول صلی اللہ علیہ وسلم نے نا پسند فرمایا ہے۔  ستاروں کی تخلیق کے من جملہ فوائد میں سے اللہ رب العزت نے ان کے ذریعے سمت، راستے اور اوقات کا جاننا بیان فرمایا ہے۔ لہٰذ ا سمت، راستے، اوقات وغیرہ  جاننے کے لیے تو ستاروں کے علوم سیکھ  سکتے ہیں۔  نیز ان کی چال سے ظنی اور تخمینی طور پر موسم کے اندازا کیا جاسکتاہے، جیساکہ خاص اوقات اور کیفیات سے بادلوں کے جمع ہونے سے بارش برسنے پر ممکنہ استدلال کیا جاتاہے، لیکن قطعی اور یقینی طور پر دعویٰ نہیں کیا جاسکتا۔ </p><p style=""text-align:justify;""> سنن ابن ماجہ میں ہے:</p><p style=""text-align:justify;""><span class=""ar_writing"">""حَدَّثَنَا أَبُو بَكْرٍ قَالَ: حَدَّثَنَا يَحْيَى بْنُ سَعِيدٍ، عَنْ عُبَيْدِ اللَّهِ بْنِ الْأَخْنَسِ، عَنِ الْوَلِيدِ بْنِ عَبْدِ اللَّهِ، عَنْ يُوسُفَ بْنِ مَاهَكَ، عَنِ ابْنِ عَبَّاسٍ قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: مَنِ اقْتَبَسَ عِلْمًا مِنَ النُّجُومِ، اقْتَبَسَ شُعْبَةً مِنَ السِّحْرِ زَادَ مَا زَادَ"". (سنن ابن ماجه، كِتَابُ الْأَدَبِ، بَابُ تَعَلُّمِ النُّجُومِ، رقم: ٣٧٤٩)</span></p><p style=""text-align:justify;"">ترجمہ: حضرت عبداللہ بن عباس رضی اللہ عنہما کہتے ہیں کہ رسول اللہ ﷺ نے فرمایا: ’’ جس نے علم نجوم میں سے کچھ حاصل کیا ، اس نے سحر (جادو ) کا ایک حصہ حاصل کرلیا ، اب جتنا زیادہ حاصل کرے گا گویا اُتنا ہی زیادہ جادو حاصل کرے گا‘‘۔ </p><p style=""text-align:justify;"">لہذا صورتِ مسئولہ میں ستاروں کی چال دیکھ کر مستقبل کے حوالے پیش گوئی کرنا، یا کسی کے دعوے کو تسلیم کرنا، یا ایسی باتوں میں دل چسپی لینے سب ناجائز ہوگا۔ فقط واللہ اعلم</p></p>",144105200477,banuri,"('ایمان و عقائد', 'aqaed')","('اسلامی عقائد', 'islami-aqaed')","('قضاء و قدر', 'qaza-o-qadr')"
10-01-2020,https://www.banuri.edu.pk/readquestion/چاند-گرہن-یا-سورج-گرہن-کے-دوران-حاملہ-عورت-کا-جاگنا-144105200475/10-01-2020,چاند گرہن یا سورج گرہن کے دوران حاملہ عورت کا جاگنا,چاند گرہن اور سورج گرہن میں حاملہ عورت کے لیے جاگنا طبی لحاظ سے کیسا ہے،  کیوں کہ شرعی اعتبار سے سونے میں کوئی حرج نہیں ہے?,"<p><p style=""text-align:justify;"">سورج اورچاند گرہن اللہ رب العزت کی قدرت کی نشانیوں میں سےایک نشانی ہے، جس سے اللہ پاک اپنے بندوں کوتنبیہ فرماتےہیں، باقی جیسے عام انسانی جسم پراس کے  اثرات ظاہرہونے کی شرعاً  کوئی حقیقت نہیں ہے، اسی طرح چاند گرہن یا سورج گرہن کے دوران حاملہ عورت کے لیے جاگنے میں بھی شرعاً کوئی حرج نہیں ہے۔</p><p style=""text-align:justify;"">باقی طبی اعتبار سے معلومات کے لیے کسی اچھے طبیب یا ڈاکٹر وغیرہ سے پوچھ لیجیے۔ فقط واللہ اعلم</p></p>",144105200475,banuri,"('متفرق کتب', 'mutafarriq-kutub')","('متفرق ابواب', 'mutafarriq-abwab')","('متفرق فصول', 'mutafarriq-fusool')"
09-01-2020,https://www.banuri.edu.pk/readquestion/کٹے-ہوئے-اعضاء-کا-حکم-144105200448/09-01-2020,کٹے ہوئے اعضاء  کا حکم,شوگر  کی وجہ سے جو ٹانگ کاٹ دی جاتی ہے،  اس کے دفنانے کا کیا حکم ہے؟,"<p><p style=""text-align:justify;"">کٹے ہوئے اعضاء کو کسی کپڑے میں لپیٹ کر دفن کردیا جائے۔</p><p style=""text-align:justify;""><span class=""ar_writing"">الفتاوى الهندية (1 / 159):<br/>
""وإن وجد نصفه من غير الرأس أو وجد نصفه مشقوقًا طولًا؛ فإنه لايغسل ولايصلى عليه، ويلف في خرقة ويدفن فيها، كذا في المضمرات"". </span>فقط واللہ اعلم</p></p>",144105200448,banuri,"('حقوق و آدابِ معاشرت', 'huqooq-muashret')","('اَخلاقیات', 'akhlaaqiyaat')","('حسن اخلاق', 'husn-e-akhlaq')"
04-01-2020,https://www.banuri.edu.pk/readquestion/سنت-مؤکدہ-بعدیہ-ادا-کرنے-سے-پہلے-وقت-ختم-ہوجانے-کا-حکم-144105200231/04-01-2020,سنتِ مؤکدہ (بعدیہ) ادا کرنے سے پہلے وقت ختم ہوجانے کا حکم,ایک شخص انفرادی طور پر نماز کے فرض ادا کر چکا ہوتا ہے، اس دوران اگلی نماز کا وقت داخل ہو جاتا ہے، ایسی صورت میں سنتِ مؤکدہ کا کیا حکم ہے؟,"<p><p style=""text-align:justify;"">اگر کسی نماز کے فرض ادا کرنے کے بعد سنتِ مؤکدہ ادا کرنے سے پہلے اس نماز کا وقت ختم ہو جائے تو پھر سنتِ مؤکدہ کے چھوٹنے پر توبہ و استغفار کرنا چاہیے، تاہم فجر  کی نماز  کی دو سنت کے علاوہ کسی دوسری نماز کی سنتوں کی قضا مشروع نہیں ہے، اور فجر کی نماز کی سنتیں بھی اسی دن زوال سے پہلے پہلے پڑھی جاسکتی ہیں، اس کے بعد ان کی بھی قضا نہیں ہے۔ فقط واللہ اعلم</p></p>",144105200231,banuri,"('نماز', 'salat')","('سنن و نوافل', 'nawafil')","('سنن و نوافل', 'sunan-o-nawafi')"
20-12-2019,https://www.banuri.edu.pk/readquestion/موسم-سرما-کی-دو-دن-چھٹیوں-کی-وجہ-سے-مکمل-چھٹیوں-کی-کٹوتی-144104200735/20-12-2019,موسمِ سرما  کی دو دن چھٹیوں کی وجہ سے مکمل چھٹیوں کی کٹوتی,ایک اسکول اپنے اساتذہ کو موسم سرما کی تعطیلات از خود دے رہا ہے، مگر ان تعطیلات کی تنخواہ اس شرط پر دے گا کہ پڑھائی شروع ہونے سے دو دن پہلے اساتذہ حاضر ہوں، اگر کوئی استاد ان دو دنوں میں سے کسی بھی ایک دن غیر حاضر ہوگا تو اس کی مکمل تعطیلات کی تنخواہ کاٹ لی جائے گی، کیا یہ کٹوتی جائز ہے،  جب کہ اسکول نے خود چھٹی دی ہو؟,"<p><p style=""margin-left:0;margin-right:0;text-align:justify;"">اگر اسکول انتظامیہ اساتذہ کو اس بات کا پابند کرتی ہے کہ وہ موسم سرما کی چھٹیاں ختم ہونے سے دو دن پہلے اسکول میں حاضری دیں تو اساتذہ کے ذمہ لازم ہوگا کہ وہ چھٹیاں ختم ہونے سے دو دن پہلے اسکول میں حاضری دیں، اگر وہ ان دو دنوں میں حاضر نہ ہوسکیں تو صرف دو دنوں کی تنخواہ کاٹی جاسکتی ہے، بشرطیکہ چھٹیوں  کی کٹوتی کے لیے کوئی  دوسرا معاہدہ  نہ کیا گیا ہو، لیکن یہ جائز نہیں کہ دو دن چھٹی کرنے کی وجہ سے پوری چھٹیوں کی تنخواہ کاٹی جائے۔</p><p style=""margin-left:0;margin-right:0;text-align:justify;""><span class=""ar_writing"">غمز عيون البصائر (2 / 135):</span></p><p style=""margin-left:0;margin-right:0;text-align:justify;""><span class=""ar_writing"">""ومنها البطالة في المدارس، كأيام الأعياد ويوم عاشوراء، وشهر رمضان في درس الفقه لم أرها صريحةً في كلامهم.</span></p><p style=""margin-left:0;margin-right:0;text-align:justify;""><span class=""ar_writing"">والمسألة على وجهين: فإن كانت مشروطةً لم يسقط من المعلوم شيء، وإلا فينبغي أن يلحق ببطالة القاضي، وقد اختلفوا في أخذ القاضي ما رتب له من بيت المال في يوم بطالته، فقال في المحيط: إنه يأخذ في يوم البطالة؛ لأنه يستريح لليوم الثاني، وقيل: لايأخذ. انتهى</span></p><p style=""margin-left:0;margin-right:0;text-align:justify;""><span class=""ar_writing"">وفي المنية: القاضي يستحق الكفاية من بيت المال في يوم البطالة في الأصح، واختاره في منظومة ابن وهبان، وقال: إنه الأظهر، فينبغي أن يكون كذلك في المدارس؛ لأن يوم البطالة للاستراحة، وفي الحقيقة يكون للمطالعة والتحرير عند ذي الهمة، ولكن تعارف الفقهاء في زماننا بطالة طويلة أدت إلى أن صار الغالب البطالة، وأيام التدريس قليلة، وبعض المدرسين يتقدم في أخذ المعلوم على غيره محتجًّا بأن المدرس من الشعائر مستدلًّا بما في الحاوي القدسي مع أن ما في الحاوي القدسي إنما هو في المدرس للمدرسة لا في كل مدرس، فخرج مدرس المسجد، كما هو في مصر.</span></p><p style=""margin-left:0;margin-right:0;text-align:justify;""><span class=""ar_writing"">والفرق بينهما أن المدرسة تتعطل إذا غاب المدرس بحيث تتعطل أصلًا بخلاف المسجد؛ فإنه لايتعطل؛ لغيبة المدرس"". </span>فقط واللہ اعلم</p></p>",144104200735,banuri,"('معاملات', 'muamlat')","('بیع / تجارت', 'bay-tijarat')","('اجارہ اور کرایہ کے احکام', 'ijara-or-kiraya-k-ahkam')"
15-01-2020,https://www.banuri.edu.pk/readquestion/ایزی-پیسہ-اور-فری-منٹس-144105200666/15-01-2020,ایزی پیسہ اور فری منٹس,ایزی پیسہ موبائل اکاؤنٹ میں پیسہ رکھ کر کمپنی سے جو فری منٹس یا میسج وغیرہ ملتے ہیں آیا ان کا استعمال صحیح ہے یا نہیں؟,"<p><p style=""text-align:justify;"">ایزی پیسہ موبائل اکاؤنٹ میں پیسے رکھ کر اس سے ملنے والے فری منٹس یا فری میسج کا استعمال ناجائز ہے۔ فقط واللہ اعلم</p><p style=""text-align:justify;"">درج ذیل لنک میں تفصیل ملاحظہ کریں :</p><p style=""text-align:justify;""><a href=""https://www.banuri.edu.pk/readquestion/%D8%A7%DB%8C%D8%B2%DB%8C-%D9%BE%DB%8C%D8%B3%DB%81-%D8%A7%DA%A9%D8%A7%D8%A4%D9%86%D9%B9-%D9%BE%D8%B1-%D9%81%D8%B1%DB%8C-%D9%85%D9%86%D9%B9-%D8%A7%D9%88%D8%B1-%D8%A7%D9%86%D9%B9%D8%B1%D9%86%DB%8C%D9%B9-%DA%A9%D8%A7-%DA%A9%DB%8C%D8%A7-%D8%AD%DA%A9%D9%85-%DB%81%DB%92/10-08-2019"">ایزی پیسہ اکاؤنٹ پر فری منٹ اور انٹرنیٹ کا کیا حکم ہے؟</a></p></p>",144105200666,banuri,"('معاملات', 'muamlat')","('سود / بینکاری / انشورنس / شیئرز', 'sood-bankari-insurance-shares')","('قرض کے احکام', 'qarz-k-ahkam')"
15-01-2020,https://www.banuri.edu.pk/readquestion/مائند-کیپیٹ-mind-capital-کمپنی-میں-سرمایہ-کاری-کرنا-144105200692/15-01-2020,مائنڈ کیپیٹل (mind.capital) کمپنی میں سرمایہ کاری کرنا,ایک کمپنی ہے آن لائن، اس کا نام ہے ’’مائنڈ کیپٹل‘‘ اس کا کام ہے ’’کرنسی ایکسچینج‘‘، پھر کرنسی ایکسچینج کے لیے تو پیسہ چاہیے بہت زیادہ،  اب وہ مختلف کرنسی ایکسچینج کا کاروبار کرتی ہے،  اب وہ کمپنی لوگوں سے انویسٹمنٹ چاہتی ہے کہ آپ بھی ہمارے ساتھ انویسٹمنٹ کرو،  جتنا بھی منافع آتا ہے اس کا 0.5 سے لے کر 1.5 پرسنٹ تک ہم آپ کو بھی ڈیلی دیں گے۔ اس کا کاروبار ہفتے میں 5 دن ہے۔ 5 دنوں میں جتنا ڈیلی آتا ہے ممبر کے ساتھ منافع شیئر کرتا ہے۔ اب جس کا زیادہ انویسٹمنٹ ہو، اس کو زیادہ منافع ملے گا، لیکن اس کا پرسینٹیج فکس نہیں، اور کمپنی میں اگر کوئی بھی 3 مہینےکے بعد پیکج ختم کرنا چاہتاہے تو پیسے واپس بھی لے سکتا ہے۔کیااسلام میں اس کے ساتھ کاروبار حرام ہےیا حلال؟ اور یہ کمپنی جرمنی میں ہے۔,"<p><p style=""text-align:justify;"">ہماری معلومات کے مطابق مذکورہ کمپنی (mind.capital) کے معاملات ڈیجیٹل کرنسی کے ذریعے کیے جاتے ہیں اور پھر لوگوں سے سرمایہ جمع کرکے اسے کس طرح کے کاروبار میں لگایا جاتا ہے، یہ بھی واضح نہیں اور نفع کی تقسیم کا طریقہ کار بھی شرعی اعتبار سے درست نہیں؛ لہذا مذکورہ کمپنی کے ساتھ کاروبار کرنے کے جواز کا فتوی نہیں دیا جاسکتا۔ فقط واللہ اعلم</p></p>",144105200692,banuri,"('معاملات', 'muamlat')","('بیع / تجارت', 'bay-tijarat')","('نقدی کی بیع کا بیان', 'naqdi-ki-bay-ka-bayan')"
29-12-2019,https://www.banuri.edu.pk/readquestion/مدت-مسسح-جورب-144105200066/29-12-2019,چمڑے کے موزوں پر مسح کی مدت,حالتِ اقامت میں وضو کرنے کے بعد چمڑے کے  موزہ پہنے ہوئے ہوں اور اسی حالت میں ایک دن اور ایک رات گزر چکی،  لیکن مجھے یاد نہ تھا کہ مدتِ مسح فوت ختم ہوگئی ہے، اس کے بعد بھی میں نے دوبارہ وضو کرنےمیں اسی موزے پر مسح کر لیا اور نمازِ عشاء پڑھ لی۔ تو میرے وضو اور نماز کا کیا حکم ہے؟,"<p><p style=""text-align:justify;"">حالتِ اقامت میں ایک دن اور ایک رات گزرنے کے بعد جو  وضو  آپ نے کیا، پاؤں نہ دھونے کی وجہ سے وہ ناقص رہا، لہٰذا نماز بھی ادا نہیں ہوئی۔ عشاء کے فرض اور وتر کا اعادہ واجب ہے۔</p><p style=""text-align:justify;""><span class=""ar_writing"">(الصحیح لمسلم، کتاب الطهارة، باب التوقيت في المسح علی الخفين، 1 : 232، رقم : 276)</span> فقط واللہ اعلم</p></p>",144105200066,banuri,"('طہارت', 'taharat')","('تیمم', 'tayammum')","('تیمم/موزوں پر مسح', 'tayammum')"
17-12-2019,https://www.banuri.edu.pk/readquestion/خاندانی-منصوبہ-بندی-کا-حکم-144104200665/17-12-2019,عزل کا حکم,ایک شخص کے 4 بیٹے ہیں اور وہ مزید اولاد کا خواہش مند نہیں ہے۔ کیا اس کے لیے یہ جائز ہے کہ وہ بیوی سے ہم بستری کرتے ہوئے بوقتِ انزال بیوی سے علیحدہ ہو جائے اور منی کو بچہ دانی میں نہ جانے دے؟ برائے مہربانی راہ نمائی فرمائیں!,"<p><p style=""text-align:justify;"">ضرورت کے وقت ایسی مانعِ حمل تدبیروں کو اپنانے کی گنجائش ہے جو  وقتی ہوں اور جب چاہیں اُنہیں ترک کرکے توالد وتناسل کا سلسلہ جاری کیا جاسکتا ہو ، جیسا کہ سوال میں مذکور صورت ہے، بشرطیکہ بیوی بھی اس پر راضی ہو۔ ایسی تدبیریں ’’عزل‘‘  کے حکم میں ہیں۔ چند اعذار ذیل میں لکھے جاتے ہیں جن کی موجودگی میں عارضی مانعِ حمل تدابیر  بلاکراہت جائز ہے:</p><p style=""text-align:justify;"">1۔ عورت اتنی کم زور ہو  کہ حمل کا بوجھ   اٹھانے کی استطاعت نہ ہو، حمل اور دردِ زہ کی تکالیف جھیلنے کی سکت نہ ہو  یا بچہ کی ولادت کے بعد   شدید کم زوری اور نقاہت لاحق ہونے کا اندیشہ ہو ۔</p><p style=""text-align:justify;"">2۔۔  دو بچوں کے درمیان اس غرض سے مناسب وقفہ کے لیے کہ بچے کو ماں کی صحیح نگہداشت مل سکے، اور دوسرے بچے کا حمل ٹھہرنے کی وجہ سے پہلے بچےکے لیے ماں کا دودھ مضر اور نقصان دہ نہ بنے۔</p><p style=""text-align:justify;"">3۔۔ ۔ عورت بد اخلاق  اور سخت مزاج ہو اور خاوند اسے طلاق دینے کا ارادہ رکھتا ہو، اور اندیشہ ہو کہ بچہ کی ولادت کے بعد اس کی بداخلاقی میں مزید اضافہ ہوجائے گا، ایسی صورت میں بلاکراہت عزل جائز ہے۔</p><p style=""text-align:justify;"">4۔۔۔۔  اسی طرح طویل سفر میں ہو، یا دارالحرب  میں ہونے کی وجہ سے بچے کے جانی یا ایمانی نقصان کا اندیشہ ہوتو اس صورت میں بھی عزل جائز ہے۔</p><p style=""text-align:justify;"">5۔۔۔ ۔۔  مسلسل ولادت کی صورت میں بچوں کی تربیت میں سخت حرج کا لاحق ہونا۔</p><p style=""text-align:justify;"">مذکورہ صورتوں میں عزل کرنے کا ایسا طریقہ اور تدبیر اختیار کرنا درست ہے کہ جس سے وقتی طور پر حمل روکا جاسکے ،اس طور پر کہ جب چاہیں دوبارہ توالد و تناسل کا سلسلہ جاری رکھا جاسکتا ہو۔ باقی آپریشن کرکے بچہ دانی  نکلوانا یا نس بندی کروانا یا کوئی ایسا طریقہ اپنانا جس سے توالد وتناسل   (بچہ پیدا کرنے) کی صلاحیت بالکل ختم ہوجائے ، شرعاً اس کی اجازت نہیں ہے۔</p><p style=""text-align:justify;""><span class=""ar_writing"">الفتاوى الهندية (1/ 335):</span></p><p style=""text-align:justify;""><span class=""ar_writing"">""العزل ليس بمكروه برضا امرأته الحرة"".<br/>
الدر المختار وحاشية ابن عابدين (رد المحتار) (3/ 175):</span></p><p style=""text-align:justify;""><span class=""ar_writing"">""(ويعزل عن الحرة بإذنها)"".</span></p><p style=""text-align:justify;""><span class=""ar_writing"">الدر المختار وحاشية ابن عابدين (رد المحتار) (3/ 176):<br/>
""أخذ في النهر من هذا ومما قدمه الشارح عن الخانية والكمال: أنه يجوز لها سد فم رحمها كما تفعله النساء"".</span></p><p style=""text-align:justify;""><span class=""ar_writing"">""عن عائشة عن جذامة بنت وهب أخت عکاشة، قالت: حضرت رسول الله ﷺ … ثم سألوه عن ""العزل""؟ فقال رسول الله ﷺ: ذلک الوأد الخفي"". وزاد عبید الله في حدیثه عن المقرئ: ﴿وَاِذَا الْمَوْؤدَةُ سُئِلَتْ﴾"". (صحیح مسلم، باب جواز الغیلة، وهي وطی المرضع وکراهة العزل، النسخة الهندیة ۱/۴۶۶،)</span></p><p style=""text-align:justify;""><span class=""ar_writing"">قال الملاعلي القاري:</span></p><p style=""text-align:justify;""><span class=""ar_writing"">""قیل: ذلک لایدل علی حرمة العزل، بل علی کراهته"". (مرقاة المصابیح، کتاب النکاح، باب المباشرة، الفصل الأول إمدادیه ملتان ۶/۲۳۸)</span></p><p style=""text-align:justify;""><span class=""ar_writing"">""(ويعزل عن الحرة) وكذا المكاتبة، نهر بحثاً، (بإذنها)، لكن في الخانية: أنه يباح في زماننا؛ لفساده، قال الكمال: فليعتبر عذراً مسقطاً لإذنها، وقالوا: يباح إسقاط الولد قبل أربعة أشهر ولو بلا إذن الزوج، (وعن أمته بغير إذنها) بلا كراهة.<br/>
(قوله: قال الكمال) عبارته: وفي الفتاوى إن خاف من الولد السوء في الحرة يسعه العزل بغير رضاها؛ لفساد الزمان، فليعتبر مثله من الأعذار مسقطاً لإذنها. اهـ. فقد علم مما في الخانية: أن منقول المذهب عدم الإباحة، وأن هذا تقييد من مشايخ المذهب؛ لتغير بعض الأحكام بتغير الزمان، وأقره في الفتح، وبه جزم القهستاني أيضاً حيث قال: وهذا إذا لم يخف على الولد السوء؛ لفساد الزمان، وإلا فيجوز بلا إذنها. اهـ. لكن قول الفتح: فليعتبر مثله إلخ يحتمل أن يريد بالمثل ذلك العذر، كقولهم: مثلك لايبخل. ويحتمل أنه أراد إلحاق مثل هذا العذر به كأن يكون في سفر بعيد، أو في دار الحرب فخاف على الولد، أو كانت الزوجة سيئة الخلق ويريد فراقها فخاف أن تحبل، وكذا ما يأتي في إسقاط الحمل عن ابن وهبان، فافهم"".  (فتاوی شامی(3/ 175) ط: سعید)</span></p><p style=""text-align:justify;""><span class=""ar_writing"">"" فإن الاختصاء في الاٰدمي حرام"". (عمدة القاري ۲۰؍۷۲)</span> فقط واللہ اعلم</p></p>",144104200665,banuri,"('متفرق کتب', 'mutafarriq-kutub')","('متفرق ابواب', 'mutafarriq-abwab')","('متفرق فصول', 'mutafarriq-fusool')"
30-12-2019,https://www.banuri.edu.pk/readquestion/فہد-نام-کا-معنی-144105200077/30-12-2019,’’فاہد‘‘ نام کا معنی اور حکم,’’فاہد‘‘  نام کے معنی کیا ہے?,"<p><p style=""text-align:justify;""><span class=""ar_writing"">’’فَاهِد‘‘ </span>کا معنیٰ ہے: زیادہ سونے والا، غافل۔ یہ نام درست نہیں ہے، اس کے بجائے  <span class=""ar_writing"">""فهد""</span> نام رکھ سکتے ہیں، اس کا معنیٰ چیتا ہے، یہ بہادر سے کنایہ ہے۔ </p><p style=""text-align:justify;""><span class=""ar_writing"">لسان العرب (3/ 339):<br/>
""فهد: الفهد: معروف سبع يصاد به"".</span></p><p style=""text-align:justify;""><span class=""ar_writing"">معجم اللغة العربية المعاصرة (3/ 1748):<br/>
""ف هـ د<br/>
فَهْد [مفرد]: ج أَفهُد وفُهود: (حن) سَبُع من فصيلة السِّنَّوريَّات مُرَقَّط بين النَّمر والكلب، مفترس، يمتاز بسرعته عَدْوًا وغَضَبًا، يُضرب به المثل في كثرة النوم والاستغراق فيه ""أنومُ من فَهْد [مثل] "".</span> فقط واللہ اعلم</p></p>",144105200077,banuri,"('حقوق و آدابِ معاشرت', 'huqooq-muashret')","('حقوق', 'bahmi-huqooq')","('اولاد کے حقوق', 'olad-ky-hoqoq')"
01-01-2020,https://www.banuri.edu.pk/readquestion/اٹیچڈ-باتھ-روم-attached-bathroom-144104201085/01-01-2020,اٹیچڈ باتھ روم (attached bathroom) کا حکم,گھر میں آج کل رواج کے مطابق کمرے کے ساتھ اٹیچڈ باتھ بن رہے ہیں۔ جن سے میاں بیوی کی پرائیویسی بھی رہتی ہے۔ چند دوست فرماتے ہیں کہ گھر میں اٹیچڈ باتھ شرعاً نہیں بنانا چاہیے؛ کیوں کہ باتھ روم اور واش روم جنات کی آماج گاہ ہوتے ہیں!,"<p><p style=""text-align:justify;"">نبی کریم ﷺ جب قضاءِ حاجت فرماتے تو دور تشریف لے جاتے تھے؛ اس لیے فطری حیا کے قریب اور بہتر  طریقہ یہ ہے کہ بیت الخلا رہائشی کمرے سے جدا اور فاصلے پر ہو کہ قضاءِ حاجت سے فراغت کی آواز اور بدبو کمرے میں محسوس نہ ہو، نیز بیت الخلا اور غسل خانہ بھی دونوں جدا جدا ہوں۔  تاہم جگہ  کی تنگی  یا سیورج کے مسائل کے باعث اٹیچڈ باتھ روم بنایا جائے تو شرعاً اس کی اجازت ہے۔ بوقتِ ضرورت (مثلاً رات کے وقت) رسول اللہ ﷺ کا گھر میں (لکڑی کے پیالے میں) قضاءِ حاجت سے فراغت حاصل کرنا بھی منقول ہے۔ (سنن ابی داؤد، نسائی)</p><p style=""text-align:justify;"">بہرحال اگر اٹیچڈ باتھ روم بنانا ہو تو اسے صاف ستھرا رکھا جائے، اور داخل ہوتے اور نکلتے وقت مسنون دعاؤں کا اہتمام کیا جائے تو ان شاء اللہ جنات کے شر سے حفاظت رہے گی۔فقط واللہ اعلم</p></p>",144104201085,banuri,"('متفرق کتب', 'mutafarriq-kutub')","('متفرق ابواب', 'mutafarriq-abwab')","('متفرق فصول', 'mutafarriq-fusool')"
